Author Last Name,Author First Name,Other Authors,Newspaper/Publisher,Publication Year,Article Title,"Publication Location (City, County, State) Where was the article published? ","Contextual Location (City, County, State) Where is the article talking about? If mutliple locations are referenced, list them all. If national, write national","News Source (e.g. Google, Ethnic News Watch, etc)",Date of Publication,"Page # (if applicable, if not, write N/A)",Type,Link (paste to Google drive upload),MMIWG mentioned (1=y 0=n),"MMIWG defined (1,0)","specific case (1,0)","MMIWG mvmnt (1,0)","coverage of legal protection (1,0)","News article (1,0)","video/audio (1,0)","material culture (1,0)","international (1,0)","national (1,0)","regional (1,0)","local (1,0)","Native (1,0)",# of sources,# of govt officials,# of ordinary people,# of experts,# of id male,# of id female,# of gender unID,"(Native voice) token/soundbite (1,0)","centers importance of MMIWG (1,0)","discussion of law impact (1,0)",word count,"article series (1,0)"
Brennan,Natasha,,The News Tribune (Tacoma),2021,"Missing, murdered Indigenous women task force announced ","Tacoma, WA","Washington; Yakima Nation, WA; Susquamish Tribe, WA; ",Access World News,"August 13th, 2021",2,Newspaper-Image Edition,https://drive.google.com/file/d/1bftvqWrG9lPx5Tc2HVEEpfnIoOGTQe-s/view?usp=sharing,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2021,EXHIBIT,"Tacoma, WA","Olympia, WA; Tacoma, WA; Spokane, WA",Access World News,"July 19th, 2021",4,Newspaper-Image Edition,https://drive.google.com/file/d/1V5egdgGejBJ1knfDS2sfl_tmjOfG4tkw/view?usp=sharing,1,0,1,1,1,,,,,,0,1,0,,,,,,,,,,,,
Fonseca,Felicia,Susan Montoya Bryan,The News Tribune (Tacoma),2021,"Families, advocates mark day of awarness for Native victims","Tacoma, WA","Albuquerque, NM; Washington; New Mexico; Canada",Access World News,"May 6th, 2021",25,Newspaper-Image Edition,https://drive.google.com/file/d/1CyZTR0X9u4oOSxOqrXyHQFTCOdbuF6Ty/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Nowell,Cecelia,,The News Tribune (Tacoma),2021,Advocates: Interior program to fight 'crisis' of violence against Indigenous women,"Tacoma, WA","Canada; Vancouver, CAN; National",Access World News,"April 21st, 2021",36,Newspaper-Image Edition,https://drive.google.com/file/d/1nrEYBzU7kwtfQUVS4R4Kn4JFe1oUxwhn/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Cary,Annette,,The News Tribune (Tacoma),2021,2nd gentleman Emhoff hears pleas to breach local dams,"Tacoma, WA","Toppenish, WA; Yakima Nation, WA; Washington; Washington D.C.; Idaho; ",Access World News,"April 2nd, 2021",2,Newspaper-Image Edition,https://drive.google.com/file/d/1bbaw7rqxHV43sYoOMnJ1pNg8ZnZPKJmD/view?usp=sharing,1,0,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
Peterson,Josephine,,The News Tribune (Tacoma),2020,Nez Perce memeber to lead Indigenous security initiative,"Tacoma, WA","Seattle, WA; Washington; Alaska; Arizona; Montana; Oklahoma; Michigan; Utah; Nevada; Minnesota; New Mexico; Oregon; Pacific northwest; Nez Perce Tribe",Access World News,"November 16th, 2020",5,Newspaper-Image Edition,https://drive.google.com/file/d/1Q7vnYRA1lJkNFwNm_QMLGQ_C_Tq2Atie/view?usp=sharing,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Fonseca,Felicia,,The News Tribune (Tacoma),2020,Movement to highlight missing Native women expands to Native men,"Tacoma, WA","Tuba City, Arizona; Billings, Montana; National; Navajo Nation; ",Access World News,"January 28th, 2020",26,Newspaper-Image Edition,https://drive.google.com/file/d/1R3hJGnijlFO_Y5Arp8sj3yFVPssfRGB9/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2020,CRISIS,"Tacoma, WA","National; Hardin, Montana; Big Horn County; Montana; South Dakota; Wyoming ",Access World News,"January 20th, 2020",18,Newspaper-Image Edition,https://drive.google.com/file/d/11yQHx3OXWzNzMInU8IZ_KOzLZxvvtYeD/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Healy,Jack ,,The News Tribune (Tacoma),2019,A crisis of missing Native women - and a new one when theyre found,"Tacoma, WA","Gallup, NM; New Mexico; Navajo Nation; National; Yakima Reservation, WA; Washington; Toppenish, WA",Access World News,"December 25th, 2019",36,Newspaper-Image Edition,https://drive.google.com/file/d/18pRLK3bCs5kD266gJx3q0caxFp-8w9po/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Sewell,Cynthia,,The News Tribune (Tacoma),2019,"Number of missing, killed Native women a crisis","Tacoma, WA","Boise, ID; National; Seattle, WA; Albuquerque, NM; Anchorage, AL; Tuscon, AZ; Billings, MT",Access World News,"December 15th, 2019",96,Newspaper-Image Edition,https://drive.google.com/file/d/12N04q3AGPiTBgy1w3AYGEVbmMMYcz3Cd/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2019,INDIGENOUS,"Tacoma, WA",National,Access World News ,"December 15th, 2019",97,Newspaper-Image Edition,https://drive.google.com/file/d/1ntPQShZDUTuBb9mLhm6ZaJ9sBDB_TMnX/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Kole,William,,The News Tribune (Tacoma),2019,No thanks: Native Americans to hold 50th gathering of grief.,"Tacoma, WA","Plymouth, Massachusetts; New England; ",Access World News,"November 2th, 2019",39,Newspaper-Image Edition,https://drive.google.com/file/d/10dirkRkkENo6MRnbkFxrQbTBjfQxZLBE/view?usp=sharing,1,1,0,0,0,,,,,,0,0,0,,,,,,,,,,,,
Balsamo,Michael,Felicia Fonseca,The News Tribune (Tacoma),2019,Attorney General Barr unveils plan on missing Native Americans,"Tacoma, WA","Pablo, MT; Flathhead Reservation, MT; Navajo Nation",Access World News,"November 23rd, 2019",27,Newspaper-Image Edition,https://drive.google.com/file/d/1wddIge3tYmmHnSCqm7eZKH9lblMJquqk/view?usp=sharing,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2019,MISSING,"Tacoma, WA",National,Access World News,"November 23rd, 2019",28,Newspaper-Image Edition,https://drive.google.com/file/d/1dHB8AbEBmlRCxLETyQnCBPzc0MBTTjcN/view?usp=sharing,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Shaffer,Josh,,The News Tribune (Tacoma),2019,Native American women can be 'easy prey' for violence - its a crisis in NC,"Tacoma, WA","Wilmington, NC; National; Rocky Mountains; ",Access World News,"September 9th, 2019",22,Newspaper-Image Edition,https://drive.google.com/file/d/1SFdbnf1LPYEZMTLpwpjFrAMEbFzVZ4_0/view?usp=sharing,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2019,UNSOLVED ,"Tacoma, WA","Chapell Hill, NC; Myrtle Beach, SC; Robeson County, NC",Access World News,"September 9th, 2019",23,Newspaper-Image Edition,https://drive.google.com/file/d/1UvmOKLdHjJVJLxfHzHtNEkVr9-Mm7UU-/view?usp=sharing,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
The Seattle Times,,,The News Tribune (Tacoma),2019,Missing and Murdered indigenous women,"Tacoma, WA","Cheney, WA; Washington; National",Access World News,"June 19th, 2019",7,Newspaper-Image Edition,https://drive.google.com/file/d/1WeZnY-FwwYH_mVZSUlG_V9jOym7TyUvL/view?usp=sharing,1,1,0,1,1,,,,,,0,1,0,,,,,,,,,,,,
Editorial Board of the Columbian,,,The News Tribune (Tacoma),2019,"Native American women deserve action, justice","Tacoma, WA","Vancouver, WA; Washington; Yakima, WA; North dakota; ",Access World News,"June 14th, 2019",51,Newspaper-Image Edition,https://drive.google.com/file/d/1XQaTN0F05Lz0keg86w4ZCjKhMVYnSx_7/view?usp=sharing,1,0,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
The Columbian,,,The News Tribune (Tacoma),2019,Native women deserve action at last,"Tacoma, WA","Vancouver, WA; Washington;",Access World News,"June 14th, 2019",7,Newspaper-Image Edition,https://drive.google.com/file/d/1PxRyw2XOJlCw1MLO-KGSVHIxwAKE7Mtp/view?usp=sharing,1,1,1,1,1,,,,,,0,0,0,,,,,,,,,,,,
Austen,Ian,,The News Tribune (Tacoma),2019,"Killings of hundreds of Indigenous Women, giels labeled genocide in Canadian report","Tacoma, WA","Quebec, CAN; Canada; Ottowa, CAN",Access World News,"June 4th, 2019",33,Newspaper-Image Edition,https://drive.google.com/file/d/1QRmEOnInPNe52B5CiNVdEhmyrS4u4gZM/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Associated Press,,,The News Tribune (Tacoma),2019,Missing Indigenous women spotlighted as bill signed,"Tacoma, WA",Olympia WA,Access World News,"April 28th, 2019",4,Newspaper-Image Edition,https://drive.google.com/file/d/1cuPXSNSMnMRmLfmg_6rMhgIPJX4SFH3V/view?usp=sharing,1,0,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Hassanein,Nada,,The News Tribune (Tacoma),2022,Native domestic violence is focus of new survey,"Tacoma, WA","Pawnee Nation, OK; Hawaii, National",Access World News,"November 12th, 2025",8,Newspaper-Image Edition,https://drive.google.com/file/d/16ihRvHt-hHzoyuuTMgyT2_LBXsX26q9i/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hudetz,Mary,,The News Tribune (Tacoma),2019,"States weigh bills addressing Native deaths, disapearances","Tacoma, WA","Minnesota, South Dakota, North Dakota, Washington, New Mexico, and Arizona",Access World News,"February 15th, 2019",6,Newspaper-Image Edition,https://drive.google.com/file/d/19fwWO_TknisrFiJhwVk6SoJ-Z1AXWsWH/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Schor,Elana,,The News Tribune (Tacoma),2019,Warren Urges 'action' at meeting with Native American Women,"Tacoma, WA","Cedar Rapids, Iowa",Access World News,"February 13th, 2019",28,Newspaper-Image Edition,https://drive.google.com/file/d/1nfvHS8vWGzNdZen0VJvBD5acFUQ66V_g/view?usp=sharing,1,1,1,1,1,,,,,,0,0,0,,,,,,,,,,,,
The News Tribune Editorial Board ,,,The News Tribune (Tacoma),2018,Stop delaying justice for missing women ,"Tacoma, WA",Washington,Access World News,"December 20th, 2018",7,Newspaper-Image Edition,https://drive.google.com/file/d/1A9dKbUtxMjnkf2F5IO5HAk8gC3b-lUx5/view?usp=sharing,1,0,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Sailor,Craig,,The News Tribune (Tacoma),2018,"Tacoma ranks high in missing, murdered Indigenous women","Tacoma, WA","Tacoma, WA",Access World News,"November 16th, 2018",1,Newspaper-Image Edition,https://drive.google.com/file/d/1fX-HKzIh7BSHLkCfU_lkO8mfyAKkFRjx/view?usp=sharing,1,0,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2018,Families ,"Tacoma, WA",Montana,Access World News,"September 5th, 2018",20,Newspaper-Image Edition,https://drive.google.com/file/d/1OVWt5_DmT_eWiMaXnMyrk-xD-7hk1f9S/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Davila,Vianna,,The News Tribune (Tacoma),2018,Native American Women report high rates of sexual assault,"Tacoma, WA",USA,Access World News,"August 26th, 2018",25,Newspaper-Image Edition,https://drive.google.com/file/d/10iUA19hatqG1bBFnrQI6UQWGzaOikQuR/view?usp=sharing,1,1,0,1,0,,,,,,1,1,0,,,,,,,,,,,,
,,,The News Tribune (Tacoma),2018,Assault,"Tacoma, WA","King County, WA",Access World News,"August 25th, 2018",29,Newspaper-Image Edition,https://drive.google.com/file/d/1ZdlN2gAB_TPRIoUY6l9V_JziHz8cC8ZJ/view?usp=sharing,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Hassanein,Nada,,The News Tribune Today’s Edition ,2025,Native domestic violence is focus of new survey,"Tacoma, WA",USA,Access World News,"November 12th, 2025",265,Newspaper-Image Edition,https://drive.google.com/file/d/1ybHd75ycP0dAQG6jffQAkBf3vi9mvb3y/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hassanein,Nada,,The News Tribune Today’s Edition ,2025,Domestic violence in Native communities is focus of new survey,"Tacoma, WA","Wisconsin, USA",Access World News,"November 10th, 2025",56,Newspaper-Image Edition,https://drive.google.com/file/d/1L4xxkhTlcKKEXRpb-QUw4jmThN0KI0G9/view?usp=sharing,1,0,0,1,1,,,,,,0,1,1,,,,,,,,,,,,
,,,The News Tribune Today’s Edition ,2025,Reports,"Tacoma, WA",Washington,Access World News,"September 7th, 2025",224,Newspaper-Image Edition,https://drive.google.com/file/d/17WyY_Sw5UaoJ_7sErQcdKSl7Q8dTmlt5/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Carter,SImone,,The News Tribune Today’s Edition ,2025,WA Senate honors missing & murdered Indigenous women,"Tacoma, WA",Washington,Access World News,"April 16th, 2025",28,Newspaper-Image Edition,https://drive.google.com/file/d/1AxffSvh4-nJqRF-I5xoJgMG59yfeLmMx/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Charles,Sephora,The News Tribune,The News Tribune: Web Edition Articles,2025,"1,648 missing Indigenous person reports in 20 years in Pierce Co. What's being done?","Tacoma, WA","Pierce County, WA",Access World News,"September 2nd, 2025",N/A,Web-Only Source,https://drive.google.com/file/d/1G7iyKSIlw5Ik2C2yuqCJYBCGFpJ8XidC/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Charles,Sephora ,The News Tribune,The News Tribune: Web Edition Articles,2025,"1,648 missing Indigenous person reports in 20 years in Pierce Co. Whats's being done?","Tacoma, WA","Pierce County, WA",Access World News,"August 29th, 2025",N/A,Web-Only Source,https://drive.google.com/file/d/1Peyyd99oxpPMd2sik1RJV61hcAHrQV1i/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Busanti,Puneet,The News tribune,The News Tribune: Web Edition Articles,2025,Can AG's office solve the case of Lakewood girl found dead nearly 20 years ago?,"Tacoma, WA","Lakewood, WA",Access World News,"April 6th, 2025",N/A,Web-Only Source,https://drive.google.com/file/d/1yIdIbLAZL91JfHPNIRYizYPQHOWVBdcZ/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Daniella,Segura,The News tribune,The News Tribune: Web Edition Articles,2023,"Remains identified as woman who vanished 36 years ago, Washington officials say","Tacoma, WA",Washington,Access World News,"January 4th, 2023",N/A,Web-Only Source,https://drive.google.com/file/d/1FXMMWfLcJDgDQdek-CplLIatxtta0dtN/view?usp=sharing,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Brennan,Natasha ,The News Tribune,The News Tribune: Web Edition Articles,2022,Survivors and families share stories at gathering for missing and murdered Indigenous people,"Tacoma, WA","Seattle, WA",Access World News,"May 8th, 2022",N/A,Web-Only Source,https://drive.google.com/file/d/1FXMMWfLcJDgDQdek-CplLIatxtta0dtN/view?usp=sharing,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Brennan,Natasha ,The News Tribune,The News tribune: Web Edition Articles,2022,Someday they will come home. They wont be forgotton.' These are their names,"Tacoma, WA","Lummi Nation Reservation, Washington",Access World News,"May 6th, 2022",N/A,Web-Only Source,https://drive.google.com/file/d/1hmd8MfC5rNTMa3O6_VvrX7dqd7EmHOlH/view?usp=sharing,1,1,1,1,1,,,,,,0,0,0,,,,,,,,,,,,
Sailor,Craig,The News Tribune,The News tribune: Web Edition Articles,2022,We've got an epidemic of lawlessness' Pierce county execuative says in address,"Tacoma, WA","Pierce County, WA",Access World News,"April 20th, 2022",N/A,Web-Only Source,https://drive.google.com/file/d/1e3ThDJwt9447iDCKZxuwYOPqUTU52nSd/view?usp=sharing,1,0,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
Brennan,Natasha ,The News Tribune,The News tribune: Web Edition Articles,2022,Country's first alert system for missing and murdered Indigenous people Proposed in WA,"Tacoma, WA",Washington,Access World News,"January 3rd, 2022",N/A,Web-Only Source,https://drive.google.com/file/d/1ntufw46XA13gy0gNMKLvSO8Qckq6IJ9a/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Brennan,Natasha ,The News Tribune,The News tribune: Web Edition Articles,2021,Washington takes this step in missing and murdered Indigenous women and people task force,"Tacoma, WA",Washington,Access World News,12-Aug-21,N/A,Web-Only Source,https://drive.google.com/file/d/1HGcXU63Wg18TKvf80eGz0DT0Gj32DJhR/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
The News Tribune Editorial Board,,,The News tribune: Web Edition Articles,2018,"Families of missing, murdered Native women have waited too long already. pass this bill.","Tacoma, WA",Washington,Access World News,"December 19th, 2018",N/A,Web-Only Source,https://drive.google.com/file/d/18A86WkTvdr1NpfOmXEanMpdyZNEW7Y9y/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Sailor,Craig,The News Tribune,The News tribune: Web Edition Articles,2018,"Tacoma has high number of missing and murdered Native American women, Report says","Tacoma, WA","Tacoma, WA",Access World News,"November 14th, 2018",N/A,Web-Only Source,https://drive.google.com/file/d/1QFtWCO0mvgMpuitCJIwInnR_YqdO8QYo/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles, Sephora,,The Tacoma News Tribune,2025,"1,648 missing Indigenous person reports: What's being done?","Tacoma, Pierce County, Washington","Tacoma, Pierce County, Washington
La Grande, Union County, Oregon
Lakewood, Pierce County, Washington
Puyallup, Pierce County, Washington
",Access World News,7-Sep-25,(N/A),Newspaper,https://drive.google.com/file/d/10U2eX8aKR3mRmEFIqHrR5OTQFZN9lkRB/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Brennan, Natasha ,,The Tacoma News Tribune,2022,Stories shared of missing and murdered Indigenous people,"Tacoma, Pierce County, Washington","Toppenish, Yakima County, Washington",Access World News,9-May-22,(N/A),Newspaper,https://drive.google.com/file/d/1caATW9HIeB0TwhV0tC2mZrCb86WOlT49/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Brennan,Natasha ,,The Tacoma News Tribune,2022,Someday they will come home. They won't be forgotten.' These are their names,"Tacoma, Pierce County, Washington",Washington,Access World News,8-May-22,(N/A),Newspaper,https://drive.google.com/file/d/17u3dMsTorY9aIzSTDFajATYqlMPmUTCR/view?usp=drive_link,1,1,1,1,1,,,,,,0,0,0,,,,,,,,,,,,
Brennan,Natasha ,,The Tacoma News Tribune,2022,State bill would create alerts for missing Indigenous women,"Tacoma, Pierce County, Washington",Washington,Access World News,4-Jan-22,(N/A),Newspaper,https://drive.google.com/file/d/1NvCmtBNfN8FKBKt-fzOM8Er5GCLbIS0m/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
The News Tribune Editorial Board ,,,The Tacoma News Tribune,2018,Our View: Stop delaying justice for missing women,"Tacoma, Pierce County, Washington","Tacoma, Pierce County, Washington 
Fargo, Cass County, North Dakota

",Access World News,20-Dec-18,(N/A),Newspaper,https://drive.google.com/file/d/1UaqkzHXdPnaIQw7PRqHpdnrRaNwBlTpZ/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Sailor,Craig,,The Tacoma News Tribune,2018,"Tacoma ranks high in missing, - murdered indigenous women","Tacoma, Pierce County, Washington","Tacoma, Pierce County, Washington",Access World News,16-Nov-18,(N/A),Newspaper,https://drive.google.com/file/d/1JCKJKzxMP-80_mZn5_JKJCxaaKWbasNs/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Grayson,Hasani ,,The Vidette(2007-2020),2019,House members propose task force on missing and murdered indigenous women,"Montesano, Grays Harbor County, Washington",Washington,Access World News,15-Feb-19,(N/A),Newspaper,https://drive.google.com/file/d/1mKfqOQCZD60qZgb8l-nogzK2tOKdIoo7/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,"Tri-City Herald (2006-2025)
",2019,Newhouse urges action on missing and murdered indigenous women,"Kennewick, Benton County, Washington","Toppenish, Yakima County, Washington",Access World News,20-Jul-19,(N/A),Newspaper,https://drive.google.com/file/d/1Y0TY1ieqHygYIGSkmhuevUhW1RbN8d23/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Hudetz,Mary,,"Tri-City Herald (2006-2025)
",2019,"States weigh bills addressing deaths, disappearances of Native Americans","Kennewick, Benton County, Washington","Albuquerque, Bernalillo County, New Mexico  
Northern Cheyenne Reservation, Rosebud County, Montana
Lame Deer ,Rosebud County, Montana",Access World News,17-Feb-19,(N/A),Newspaper,https://drive.google.com/file/d/1Kl3Z0d0Fyu1PJZHDQKW04E-LG9T8lJyI/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Cohen,Sharon,,"Tri-City Herald (2006-2025)
",2018,Families of missing or murdered Native American women won't give up,"Kennewick, Benton County, Washington","Valier, Pondera County, Montana",Access World News,6-Sep-18,(N/A),Newspaper,https://drive.google.com/file/d/1zlmQ0n7NOg18LKuX1LHPinFTzpSVmj1a/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Levin,Dan,,"Tri-City Herald (2006-2025)
",2016,A killer in Canada - Calls for justice along Highway of Tears,"Kennewick, Benton County, Washington","Smithers, Bulkley-Nechako Regional District ,British Columbia, Canada",Access World News,29-May-16,(N/A),Newspaper,https://drive.google.com/file/d/1CpXyOembzepwXKKycki16_OjizuczA6Q/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Macdonald,Moira ,,"Tri-City Herald (2019-2025)
",2024,Missing from Fire Trail Road’ focuses on missing Indigenous women,"Kennewick, Benton County, Washington","Tulalip, Snohomish County, Washington",Access World News,1-Dec-24,35,"Newspaper, Newspaper-Image Edition",https://drive.google.com/file/d/1PeW_cIQLEIFGglHaU6-gIylKZ_E2TOsW/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Wiley,Hannah ,,Tri-City Herald (2019-2025),2023,"After recent killings on California reservation, tribes ask for help to stem violence","Kennewick, Benton County, Washington","Siskiyou County, California
Round Valley Indian Reservation, Mendocino County, California
",Access World News,14-May-23,60,Newspaper-Image Edition,https://drive.google.com/file/d/18CUyuU4usDbefTsiqXf0I3UtwNXzp0d2/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Wiley,Hannah ,,Tri-City Herald (2019-2025),2023,Her mother disappeared. Then her babysitter. A lawman fears she might be next.,"Kennewick, Benton County, Washington","Pecwan, Humboldt County, California
Hoopa Valley Reservation, Humboldt County, California",Access World News,19-Mar-23,45-46,Newspaper-Image Edition,https://drive.google.com/file/d/1uPWvdkKrOa_YVY3f898sUxBNGn5hX4ql/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Reese,Nina ,,Tri-City Herald (2019-2025),2022,"Navajo woman walks from Arizona to D.C. to spotlight her missing aunt, other victims","Kennewick, Benton County, Washington","Navajo Nation, Apache County, Arizona",Access World News,14-Oct-22,27-28,Newspaper-Image Edition,https://drive.google.com/file/d/1Lpc-KvlHAL7T--DgohGS_vzTsxWzurwl/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Brennan,Natasha,,Tri-City Herald (2019-2025),2022,Stories shared of missing and murdered Indigenous people,"Kennewick, Benton County, Washington","Toppenish, Yakima County, Washington
Yakama Reservation, Yakima County, Washington",Access World News,9-May-22,2,Newspaper-Image Edition,https://drive.google.com/file/d/1k5ua2jDaJBA-hYK3C-dlczqQMosEuhzl/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Healy,Jack,,Tri-City Herald (2019-2025),2020,Crisis boils over as 28th Native woman vanishes,"Kennewick, Benton County, Washington","Hardin, Big Horn County, Montana",Access World News,20-Jan-20,13-14,Newspaper-Image Edition,https://drive.google.com/file/d/1Of7NucbI3aixIl9PrnD6IBHePRZihgJd/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Shaffer,Josh ,,Tri-City Herald (2019-2025),2019,Native American women can be easy prey for violence — it’s a crisis in NC,"Kennewick, Benton County, Washington","Chapel Hill, Orange County, North Carolina
Lumberton, Robeson County, North Carolina",Access World News,9-Sep-19,20-21,Newspaper-Image Edition,https://drive.google.com/file/d/1YMgcAJFlcPuNlktCwxTooYv_us-x4GYg/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Charles,Sephora ,,"Tri-City Herald Today’s Edition (2024-2025)
",2025,Thousands of Indigenous families seek answers about missing loved ones in Washington state,"Kennewick, Benton County, Washington","Tacoma, Pierce County, Washington
Pierce County, Washington
La Grande, Union County, Oregon
",Access World News,13-Sep-25,103-104,Newspaper-Image Edition,https://drive.google.com/file/d/14lsTHnAl9Bs8qxkr92HR-JewatiOjK3K/view?usp=drive_link,1,0,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ryder-Marks,Mia,,"Tri-City Herald Today’s Edition (2024-2025)
",2024,Washington is 2nd in the US for missing and murdered Indigenous women; have recent efforts made headway?,"Kennewick, Benton County, Washington","Tacoma, Pierce County, Washington
",Access World News,20-May-24,20-21,Newspaper-Image Edition,https://drive.google.com/file/d/1yg9IxGGIxwbQwhnN_KfiivUn9ItiGvpW/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
N/A,N/A,,Redmond Reporter (2008-2025),2023,"While many were found, work remains to protect Indigenous people","Redmond, King County, Washington","Seattle, King County, Washington
Auburn, King County, Washington
Renton, King County, Washington
Kent, King County, Washington
",Access World News,15-Jan-23,N/A,Newspaper,https://drive.google.com/file/d/1p_Z2CE6TeHly4lI_ihiVWTV7EeharKZr/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
N/A,N/A,,Redmond Reporter (2008-2025),2022,Forum spotlights Washington's missing and murdered Indigenous people,"Redmond, King County, Washington","La Grande, Union County, Oregon
Kent, King County, Washington",Access World News,16-Nov-22,N/A,Newspaper,https://drive.google.com/file/d/1HcdDru0CQEZV_zaIKh6ytZd2wgmQZue0/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
